name,pct_high_needs,funding_14_15,funding_est_15_16,is_charter
Merced City Elementary,85,8824,11062,FALSE
Merced River Union Elementary,83,10172,11985,FALSE
Merced Scholars Charter,71,9226,11511,TRUE
Merced Union High,78,9988,12371,FALSE
Meridian Elementary,78,10064,11897,FALSE
Mesa Union Elementary,41,7493,9068,FALSE
Method,26,7848,8986,FALSE
Metro Charter,67,8853,10276,TRUE
Middletown Unified,53,8168,9782,FALSE
Mill Valley Elementary,7,6999,8395,FALSE
Millbrae Elementary,39,7381,8909,FALSE
Millennium Charter,24,8455,10165,TRUE
Millennium Charter High,11,8536,9910,TRUE
Millville Elementary,43,7742,9246,FALSE
Milpitas Unified,49,8096,9662,FALSE
Minarets Charter High,33,8581,10324,TRUE
Mirus Secondary,81,9619,12034,FALSE
Mission Preparatory,90,8583,10780,FALSE
Mission Union Elementary,19,7760,8634,FALSE
Mission View Public,85,10026,12668,FALSE
MIT Academy,58,8968,10976,TRUE
Miwok Valley Language Academy Charter,78,8027,9794,TRUE
Modesto City Elementary,88,8997,11224,FALSE
Modesto City High,64,9308,11443,FALSE
Modoc Joint Unified,62,9321,10606,FALSE
Mojave River Academy,76,9488,11846,TRUE
Mojave Unified,81,9348,11523,FALSE
Monarch Learning Center,66,8038,9661,FALSE
Monroe Elementary,90,9047,11290,FALSE
Monroe Middle,63,7740,9407,FALSE
Monrovia Unified,62,8418,10216,FALSE
Monsenor Oscar Romero Charter Middle,98,8735,10823,TRUE
Monson-Sultana Joint Union Elementary,88,9043,11263,FALSE
Montague Charter Academy,96,9216,11204,TRUE
Montague Elementary,78,8765,10756,FALSE
Montebello Unified,90,9539,11883,FALSE
Monterey Bay Charter,34,7461,8946,TRUE
Monterey County Home Charter,66,8812,10843,TRUE
Monterey Peninsula Unified,70,8864,10736,FALSE
Moorpark Unified,36,7950,9579,FALSE
Moraga Elementary,4,7019,8336,FALSE
Moreland,46,7540,9120,FALSE
Moreno Valley Community Learning Center,92,9913,12236,FALSE
Moreno Valley Unified,84,9165,11533,FALSE
Morgan Hill Unified,44,7994,9670,FALSE
Morongo Unified,67,8668,10634,FALSE
Morrice Schaefer Charter,62,7705,9369,TRUE
Morris E. Dailey Charter Elementary,43,7581,9154,TRUE
Mosaica Online Academy of Los Angeles,66,8184,9800,TRUE
Mosaica Online Academy of Southern California,64,8079,9709,TRUE
Mother Lode Union Elementary,58,8110,9755,FALSE
Mountain Elementary,5,8447,8398,FALSE
Mountain Empire Unified,72,9278,11217,FALSE
Mountain Home Charter (Alternative),31,7263,8804,TRUE
Mountain Oaks,56,8081,9883,FALSE
Mountain Union Elementary,90,11759,13519,FALSE
Mountain Valley Unified,78,11995,13807,FALSE
Mountain View Elementary,97,9319,11729,FALSE
Mountain View Elementary,69,8068,9975,FALSE
Mountain View Montessori Charter,61,8047,9682,TRUE
Mountain View Whisman,49,7661,9239,FALSE
Mt. Baldy Joint Elementary,14,7940,8815,FALSE
Mt. Diablo Unified,50,8049,9638,FALSE
Mt. Lassen Charter,45,7997,9633,TRUE
Mt. Pleasant Elementary,83,8967,11025,FALSE
Mt. Shasta Union Elementary,44,7715,9199,FALSE
Mueller Charter (Robert L.),92,8383,10151,TRUE
Muir Charter,92,10667,13298,TRUE
Mulberry Elementary,52,8751,10204,FALSE
Multicultural Learning Center,63,8071,9713,FALSE
Mupu Elementary,51,8311,9117,FALSE
Muroc Joint Unified,29,8069,9635,FALSE
Murrieta Valley Unified,34,7713,9380,FALSE
Museum,25,7215,8676,FALSE
N.E.W. Academy Canoga Park,97,9129,11211,TRUE
N.E.W. Academy of Science and Arts,100,9160,11284,TRUE
Napa Valley Language Academy,56,7652,9255,TRUE
Napa Valley Unified,50,8047,9751,FALSE
National Elementary,88,8999,11168,FALSE
National University Academy,53,8081,9575,TRUE
National University Academy - Orange Center,86,10392,12896,TRUE
"National University Academy, Armona",96,10664,13436,TRUE
Natomas Charter,30,7619,9174,TRUE
Natomas Pacific Pathways Prep,45,8700,10558,FALSE
Natomas Pacific Pathways Prep Middle,43,7353,8775,FALSE
Natomas Unified,64,8365,10229,FALSE
Nea Community Learning Center,36,7650,9217,FALSE
Needles Unified,72,9185,11147,FALSE
Nestle Avenue Charter,54,7631,9313,TRUE
Nestor Language Academy Charter,79,8551,10589,TRUE
Nevada City Charter,33,7314,8815,TRUE
Nevada City School of the Arts,50,7538,9077,FALSE
Nevada Joint Union High,35,8967,10675,FALSE
New City,84,8617,10325,FALSE
New Day Academy,52,7881,9598,TRUE
New Designs Charter,96,9503,11769,TRUE
New Designs Charter School-Watts,95,9299,11635,TRUE
New Haven Unified,54,8079,9735,FALSE
New Heights Charter,98,8884,11087,TRUE
New Hope Elementary,96,9446,11719,FALSE
new Horizons Charter Academy,83,9312,10975,TRUE
New Jerusalem,62,7777,9516,FALSE
New Joseph Bonnheim (NJB) Community Charter,91,8749,10576,TRUE
New Los Angeles Charter,80,8368,10373,TRUE
New Millennium Secondary,79,9946,12371,FALSE
New Opportunities Charter,16,8814,10007,TRUE
New Spirit Charter Academy,88,8908,11234,TRUE
New Technology High,70,9576,11796,FALSE
New Village Girls Academy,97,10413,12952,TRUE
New Vision Middle,88,8791,10899,FALSE
New West Charter,23,7540,9110,TRUE
Newark Unified,58,8383,10035,FALSE
Newcastle Charter,16,7118,8573,TRUE
Newcastle Elementary,35,8050,9151,FALSE
Newhall,45,7597,9137,FALSE
Newman-Crows Landing Unified,73,8687,10827,FALSE
Nightingale Charter,93,8897,11223,TRUE
Nord Country,60,7892,9340,FALSE
Norris Elementary,20,7162,8664,FALSE
North County Joint Union Elementary,44,7583,9156,FALSE
North County Trade Tech High,60,9167,11085,FALSE
North Cow Creek Elementary,30,7382,8790,FALSE
North Monterey County Unified,83,9508,11701,FALSE
North Oakland Community Charter,24,7287,8646,TRUE
North Valley Military Institute College Preparatory Academy,85,9280,11414,TRUE
North Woods Discovery,60,7819,9435,FALSE
Northcoast Preparatory and Performing Arts Academy,39,8656,10449,TRUE
Northern Humboldt Union High,33,8907,10514,FALSE
Northwest Prep Charter,62,8623,10316,TRUE
Norton Space and Aeronautics Academy,74,8493,10369,TRUE
Norwalk-La Mirada Unified,73,8962,10990,FALSE
Nova Academy,86,10253,12885,TRUE
NOVA Academy - Coachella,87,10272,12915,TRUE
Novato Charter,3,7021,8356,TRUE
Novato Unified,39,7934,9541,FALSE
Nuestro Elementary,45,7850,9094,FALSE
Nueva Vista Language Academy,97,9276,11593,TRUE
Nuview Bridge Early College High,65,9276,11471,FALSE
Nuview Union Elementary,81,8740,10891,FALSE
Oak Grove Elementary,55,7943,9543,FALSE
Oak Grove Elementary/Willowside Middle,26,7179,8623,FALSE
Oak Park Preparatory Academy,85,8355,10210,TRUE
Oak Park Unified,9,7382,8922,FALSE
Oak Run Elementary,80,13044,14948,FALSE
Oak Valley Union Elementary,83,8792,11002,FALSE
Oak View Union Elementary,50,7827,9306,FALSE
Oakdale Charter High,17,8360,10022,TRUE
Oakdale Joint Unified,44,8067,9639,FALSE
Oakland Charter Academy,90,8430,10466,TRUE
Oakland Charter High,83,9918,12429,TRUE
"Oakland Military Institute, College Preparatory Academy",80,9182,11407,TRUE
Oakland School for the Arts,12,7724,9201,FALSE
Oakland Unified,78,9450,11446,FALSE
Oakland Unity High,85,10017,12463,FALSE
Oakley Union Elementary,51,7552,9167,FALSE
Oasis Charter Public,70,8373,10235,TRUE
Ocean Charter,21,7267,8662,TRUE
Ocean Grove Charter,19,7340,8827,TRUE
Ocean View,88,9031,11275,FALSE
Ocean View Elementary,45,7630,9183,FALSE
Oceanside Unified,68,8623,10620,FALSE
OCSA,11,7984,9568,FALSE
Odyssey Charter,26,7285,8707,TRUE
Ojai Unified,49,8119,9827,FALSE
Old Adobe Elementary Charter,31,7279,8784,TRUE
Old Town Academy K-8 Charter,17,7155,8561,TRUE
Olive Grove,29,8174,9839,FALSE
Olivet Elementary Charter,55,7588,9228,TRUE
one.Charter,88,11015,12996,TRUE
Ontario-Montclair,89,9016,11274,FALSE
Open Charter Magnet,17,7168,8657,TRUE
Opportunities for Learning - Baldwin Park,78,9848,12263,FALSE
Opportunities for Learning - Baldwin Park II,87,10185,12840,FALSE
Opportunities for Learning - Capistrano,54,8837,10726,FALSE
Opportunities for Learning - Duarte,81,9951,12231,FALSE
Opportunities for Learning - Fresno,95,10591,13224,FALSE
Opportunities for Learning - Santa Clarita,72,9457,11772,FALSE
Optimist Charter,100,10613,13013,TRUE
Options for Youth San Gabriel,77,9715,12104,FALSE
Options for Youth-Burbank Charter,76,9763,12124,TRUE
Options for Youth-San Bernardino,87,10162,12832,FALSE
Options for Youth-San Juan,72,9517,11788,FALSE
Options for Youth-Victorville Charter,81,9874,12358,TRUE
Orange Center,94,9385,11734,FALSE
Orange County Conservation Corps Charter,85,9265,11339,TRUE
Orange County Educational Arts Academy,83,8786,10830,TRUE
Orange Unified,50,8046,9798,FALSE
Orchard Elementary,70,8321,10153,FALSE
Orchard View,9,7559,9046,FALSE
Orcutt Academy Charter,30,8269,9955,TRUE
Orcutt Union Elementary,46,7657,9177,FALSE
Orinda Union Elementary,1,6987,8292,FALSE
Orland Joint Unified,81,9200,11442,FALSE
Oro Grande Elementary,95,10153,11869,FALSE
Oroville City Elementary,80,8765,10869,FALSE
Oroville Union High,69,9939,11934,FALSE
Oscar De La Hoya Animo Charter High,96,10343,12931,TRUE
Our Community Charter,34,7404,8818,TRUE
Outside Creek Elementary,77,8664,10721,FALSE
Oxford Preparatory Academy,30,7431,8855,TRUE
Oxford Preparatory Academy - Chino Valley,28,7291,8752,TRUE
Oxford Preparatory Academy - South Orange County,11,7107,8487,TRUE
Oxnard,89,9006,11286,FALSE
Oxnard Union High,68,9526,11699,FALSE
Pacheco Union Elementary,58,8137,9800,FALSE
Pacific Coast Charter,41,8235,9940,TRUE
Pacific Collegiate Charter,8,7805,9272,TRUE
Pacific Community Charter,62,8161,9817,TRUE
Pacific Elementary,38,8235,8999,FALSE
Pacific Law Academy,80,9919,12435,TRUE
Pacific Union Elementary,53,7732,9339,FALSE
Pacific Union Elementary,89,9354,11615,FALSE
Pacific View Charter,57,8740,10642,TRUE
Pacific View Charter,85,9880,12431,TRUE
Pacifica,26,7365,8821,FALSE
Pacoima Charter Elementary,90,9059,11080,TRUE
Pajaro Valley Unified,80,9246,11349,FALSE
Palermo Union Elementary,84,8970,11099,FALSE
Palisades Charter Elementary,7,7059,8500,TRUE
Palisades Charter High,33,8586,10325,TRUE
Palm Desert Charter Middle,50,7347,8870,TRUE
Palm Springs Unified,89,9386,11858,FALSE
Palmdale Aerospace Academy,77,8975,11211,TRUE
Palmdale Elementary,87,8821,11133,FALSE
Palo Verde Unified,74,8913,11030,FALSE
Palo Verde Union Elementary,92,9427,11565,FALSE
Palos Verdes Peninsula Unified,10,7482,8995,FALSE
Panama Buena Vista Union Elementary,66,8133,9832,FALSE
Panoche Elementary,80,26690,30883,FALSE
Para Los Ninos - Evelyn Thurman Gratts Primary,99,9249,11545,FALSE
Para Los Ninos Charter,98,9113,11269,TRUE
Para Los Ninos Middle,97,8652,10771,FALSE
Paradise Charter,57,7728,9294,TRUE
Paradise Charter Middle,33,7158,8602,TRUE
Paradise eLearning Academy,78,9470,11746,TRUE
Paradise Elementary,58,8684,9773,FALSE
Paradise Unified,66,8730,10664,FALSE
Paragon Collegiate Academy,73,8293,10303,TRUE
Paramount Academy,89,9546,12010,TRUE
Paramount Unified,94,9630,12177,FALSE
Parlier Unified,99,9840,12411,FALSE
Partnerships for Student-Centered Learning,58,8321,10128,FALSE
Pasadena Rosebud Academy,41,7554,9012,TRUE
Pasadena Rosebud Academy Middle,46,7605,8901,TRUE
Pasadena Unified,70,8900,10894,FALSE
Paso Robles Joint Unified,53,8157,9812,FALSE
Pathways Charter,48,7936,9642,TRUE
Pathways Community,98,10623,12979,FALSE
Pathways to College,89,8518,10607,FALSE
Patterson Joint Unified,73,8713,10885,FALSE
Paul Revere Middle,26,7123,8499,FALSE
Peabody Charter,46,7665,9058,TRUE
Peninsula Union Elementary,98,11764,14128,FALSE
Penn Valley Union Elementary,53,8068,9486,FALSE
Penngrove Elementary,27,7705,8765,FALSE
Perris Elementary,93,9285,11537,FALSE
Perris Union High,73,9575,11817,FALSE
Petaluma City Elementary,46,7804,9231,FALSE
Petaluma Joint Union High,37,8568,10042,FALSE
Phoenix Academy,50,8558,10663,TRUE
Piedmont City Unified,3,7380,8769,FALSE
Pierce Joint Unified,72,8943,10912,FALSE
Piner-Olivet Charter,44,7417,8867,TRUE
Piner-Olivet Union Elementary,49,8441,9292,FALSE
Pioneer Technical Center,95,10431,13031,FALSE
Pioneer Union Elementary,37,7521,8969,FALSE
Pioneer Union Elementary,61,8975,10714,FALSE
Pioneer Union Elementary,98,11058,12677,FALSE
Pittman Charter,93,8895,11250,TRUE
Pittsburg Unified,84,9238,11506,FALSE
Pivot Charter School - San Diego,30,8204,9749,TRUE
Pivot Charter School North Valley,57,8714,10478,TRUE
Pivot Charter School Riverside County,38,8287,9809,TRUE
Pivot Online Charter - North Bay,52,8561,10322,TRUE
Pixley Union Elementary,97,9432,11847,FALSE
Placentia-Yorba Linda Unified,39,7876,9491,FALSE
Placer County Pathways Charter,9,7182,8409,TRUE
Placer Hills Union Elementary,37,8330,9714,FALSE
Placer Union High,26,8685,10195,FALSE
Placerville Union Elementary,57,7963,9580,FALSE
Plainsburg Union Elementary,53,8199,9550,FALSE
Plainview Academic Charter Academy,83,8723,10961,TRUE
Planada Elementary,94,9279,11602,FALSE
Plaza Elementary,31,7525,8986,FALSE
Pleasant Grove Joint Union Elementary,40,7708,9133,FALSE
Pleasant Ridge Union Elementary,31,7822,9221,FALSE
Pleasant Valley Elementary,30,7414,8886,FALSE
Pleasant Valley Joint Union Elementary,54,7700,9229,FALSE
Pleasant View Elementary,99,9715,11986,FALSE
Pleasanton Unified,12,7818,8994,FALSE
Plumas Charter,67,8120,9877,TRUE
Plumas Lake Elementary,39,7836,8990,FALSE
Pollock Pines Elementary,52,8220,9666,FALSE
Pomelo Community Charter,17,7172,8670,TRUE
Pomona Unified,85,9361,11542,FALSE
Pond Union Elementary,96,10276,12519,FALSE
Port of Los Angeles High,54,8845,10747,FALSE
Porterville Unified,86,9610,11859,FALSE
Potter Valley Community Unified,73,11183,13018,FALSE
Poway Unified,23,7657,9231,FALSE
PREPA TEC - Los Angeles,96,9181,10752,FALSE
Preuss School UCSD,95,8965,11073,FALSE
Price Charter Middle,24,7087,8456,TRUE
Primary Charter,26,7574,8910,TRUE
Princeton Joint Unified,73,11822,13838,FALSE
Provisional Accelerated Learning Academy,94,10570,13366,TRUE
Public Safety Academy,78,9149,11353,TRUE
PUC CA Academy for Liberal Studies Early College High,86,10229,12746,TRUE
PUC California Academy for Liberal Studies,85,8546,10619,TRUE
PUC Community Charter Elementary,80,9476,11066,TRUE
PUC Community Charter Middle,75,8878,11198,TRUE
PUC Early College Academy for Leaders and Scholars (ECALS),73,9738,12010,TRUE
PUC Excel Charter Academy,99,8695,10821,TRUE
PUC Inspire Charter Academy,86,9083,10409,TRUE
PUC Lakeview Charter Academy,87,8543,10634,TRUE
PUC Lakeview Charter High,84,10119,12697,TRUE
PUC Milagro Charter,89,8944,11063,TRUE
PUC Nueva Esperanza Charter Academy,83,8539,10535,TRUE
PUC Santa Rosa Charter Academy,92,8729,10765,TRUE
PUC Triumph Academy,84,8539,10595,TRUE
PUC Triumph Charter High,84,10152,12710,TRUE
Puente Charter,100,9490,11561,TRUE
Quail Lake Environmental Charter,27,7242,8770,TRUE
RAI Online Charter,60,8252,10079,TRUE
Raisin City Elementary,99,9822,12179,FALSE
Ralph A. Gates Elementary,68,7817,9480,FALSE
Ramona City Unified,45,8024,9728,FALSE
Ravenswood City Elementary,97,9372,11738,FALSE
Raymond-Knowles Union Elementary,52,9415,10269,FALSE
REACH,47,7438,9005,FALSE
REACH Leadership Academy,53,7720,9459,TRUE
REALM Charter High,78,9174,11210,TRUE
REALM Charter Middle,75,7684,9288,TRUE
Red Bluff Joint Union High,61,9432,11428,FALSE
Red Bluff Union Elementary,81,8793,10873,FALSE
Redding Elementary,62,7950,9689,FALSE
Redding School of the Arts II,29,7329,8771,FALSE
Redlands Unified,60,8278,10097,FALSE
Redondo Beach Unified,24,7815,9142,FALSE
Redwood Academy of Ukiah,50,8448,10200,TRUE
Redwood City Elementary,69,8771,10623,FALSE
Redwood Coast Montessori,47,7721,9131,FALSE
Redwood Preparatory Charter,26,7255,8719,TRUE
Reedley Middle College High,84,10027,12708,FALSE
Reeds Creek Elementary,60,8082,9708,FALSE
Reef-Sunset Unified,95,9650,12074,FALSE
Renaissance Arts Academy,65,8501,10439,TRUE
Rescue Union Elementary,15,7217,8649,FALSE
Rialto Unified,83,9126,11471,FALSE
Richfield Elementary,65,8108,9897,FALSE
Richgrove Elementary,100,13013,15432,FALSE
Richland Union Elementary,91,9086,11371,FALSE
Richmond Charter Academy,89,8410,10334,TRUE
Richmond Charter Elementary-Benito Juarez,93,8965,11074,TRUE
Richmond College Preparatory,76,8478,10430,FALSE
Richmond Elementary,9,7091,8455,FALSE
Ridgecrest Charter,57,7700,9313,TRUE
Rim of the World Unified,57,8509,10249,FALSE
Rincon Valley Charter,31,7268,8677,TRUE
Rincon Valley Union Elementary,27,8399,9158,FALSE
Rio Bravo-Greeley Union Elementary,48,7686,9264,FALSE
Rio Dell Elementary,77,8508,10489,FALSE
Rio Elementary,83,8693,10911,FALSE
Rio Valley Charter,66,8870,10907,TRUE
Ripon Unified,39,7790,9443,FALSE
Rise Kohyang Middle,91,8578,10694,FALSE
Rising Sun Montessori,5,7523,8449,FALSE
River Charter,25,7112,8486,TRUE
River Delta Joint Unified,59,8734,10424,FALSE
River Islands Technology Academy,53,7711,9138,TRUE
River Montessori Elementary Charter,24,7263,8742,TRUE
River Oak Charter,53,7682,9168,TRUE
River Oaks Academy,22,7482,8983,TRUE
River Springs Charter,47,7677,9334,TRUE
River Valley Charter,5,7858,9383,TRUE
Riverbank Language Academy,79,8611,10602,TRUE
Riverbank Unified,86,9670,11745,FALSE
Riverdale Joint Unified,87,9459,11737,FALSE
Riverside County Education Academy,89,10187,12829,TRUE
Riverside Drive Charter Elementary,40,7463,9089,TRUE
Riverside Preparatory,62,8239,10101,FALSE
Riverside Unified,66,8522,10468,FALSE
Robert A. Millikan Middle,40,7274,8719,FALSE
Roberts Ferry Charter School Academy,44,7744,8873,TRUE
Roberts Ferry Union Elementary,54,9394,9422,FALSE
Robla Elementary,93,9189,11566,FALSE
Rocketship Academy Brilliant Minds,91,9193,11518,TRUE
Rocketship Alma Academy,93,8255,10068,TRUE
Rocketship Discovery Prep,93,8152,9985,FALSE
Rocketship Fuerza Community Prep,92,9342,11542,FALSE
Rocketship Los Suenos Academy,93,9103,11426,TRUE
Rocketship Mateo Sheedy Elementary,90,8218,9920,FALSE
Rocketship Mosaic Elementary,94,9049,11387,FALSE
Rocketship Si Se Puede Academy,94,9118,11473,TRUE
Rocketship Spark Academy,91,9176,11453,TRUE
Rockford Elementary,53,7626,9274,FALSE
Rocklin Academy,11,7154,8458,TRUE
Rocklin Academy at Meyers Street,13,7200,8504,TRUE
Rocklin Academy Gateway,15,7556,8617,TRUE
Rocklin Independent Charter Academy,36,8159,10094,TRUE
Rocklin Unified,21,7562,9150,FALSE
Rocky Point Charter,58,7841,9505,TRUE
Rolling Hills Middle,21,7045,8397,FALSE
Romoland Elementary,75,8303,10403,FALSE
Rosedale Union Elementary,27,7297,8791,FALSE
Roseland,95,9241,11531,FALSE
Roseland Charter,93,9766,12300,TRUE
Rosemary Elementary,95,8832,10968,FALSE
Rosemead Elementary,89,8923,11222,FALSE
Roseville City Elementary,35,7375,8917,FALSE
Roseville Joint Union High,30,8523,10329,FALSE
Ross Valley Elementary,12,7196,8516,FALSE
Round Valley Unified,94,11643,13838,FALSE
Rowland Heights Charter Academy,70,8390,10083,TRUE
Rowland Unified,73,8968,10967,FALSE
Sacramento Charter High,73,9627,11912,TRUE
Sacramento City Unified,71,8876,10774,FALSE
Sacramento Valley Charter,35,7378,8926,TRUE
Saddleback Valley Unified,30,7854,9409,FALSE
Salida Union Elementary,72,8351,10252,FALSE
Salinas City Elementary,86,8908,11150,FALSE
Salinas Union High,71,9426,11331,FALSE
Salmon Creek School - A Charter,51,7415,8995,TRUE
San Antonio Union Elementary,53,9190,9519,FALSE
San Ardo Union Elementary,98,9346,11802,FALSE
San Benito High,50,8786,10703,FALSE
San Bernardino City Unified,93,9933,12370,FALSE
San Bruno Park Elementary,53,7407,9181,FALSE
San Carlos Charter Learning Center,4,7139,8377,TRUE
San Diego Cooperative Charter,30,7366,8761,TRUE
San Diego Cooperative Charter School 2,42,7958,9276,TRUE
San Diego Global Vision Academy,72,8128,10019,TRUE
San Diego Global Vision Academy Middle,72,7845,9570,TRUE
San Diego Neighborhood Homeschools,59,8173,9978,FALSE
San Diego Unified,63,9004,10843,FALSE
San Diego Virtual,62,9030,11071,FALSE
San Francisco Flex Academy,51,8824,10673,TRUE
San Francisco Unified,69,9344,11340,FALSE
San Gabriel Unified,64,8378,10300,FALSE
San Jacinto Unified,83,9014,11381,FALSE
San Jacinto Valley Academy,54,7761,9430,TRUE
San Joaquin Building Futures Academy,88,10327,13026,TRUE
San Jose Charter Academy,48,7457,9070,TRUE
San Jose Conservation Corps Charter,92,10639,13060,TRUE
San Jose Unified,49,9037,10645,FALSE
San Juan Choices Charter,46,8492,10310,TRUE
San Juan Unified,52,8169,9817,FALSE
San Leandro Unified,68,8584,10505,FALSE
San Lorenzo Unified,72,8846,10854,FALSE
San Lorenzo Valley Unified,22,7894,9351,FALSE
San Lucas Union Elementary,88,11692,12971,FALSE
San Marcos Unified,47,7833,9545,FALSE
San Marino Unified,15,7551,9122,FALSE
San Mateo-Foster City,40,7452,9004,FALSE
San Miguel Elementary,35,7376,8921,FALSE
San Miguel Joint Union Elementary,71,8468,10296,FALSE
San Pasqual Union Elementary,21,7315,8681,FALSE
San Pasqual Valley Unified,95,10883,13059,FALSE
San Rafael City Elementary,67,8145,9969,FALSE
San Ramon Valley Unified,8,7390,8908,FALSE
San Ysidro Elementary,87,8866,11093,FALSE
Sanger Academy Charter,75,8290,10404,TRUE
Sanger Unified,82,9221,11439,FALSE
Santa Ana Unified,94,9564,12072,FALSE
Santa Barbara Charter,23,7210,8725,TRUE
Santa Barbara Unified,54,8503,9986,FALSE
Santa Clara Elementary,23,8190,8715,FALSE
Santa Clarita Valley International,26,7538,9048,FALSE
Santa Cruz City High,41,8829,10329,FALSE
Santa Maria Joint Union High,74,9757,12111,FALSE
Santa Maria-Bonita Elementary,92,9072,11408,FALSE
Santa Monica Boulevard Community Charter,98,9129,11173,TRUE
Santa Monica-Malibu Unified,30,7800,9371,FALSE
Santa Paula Unified,88,9573,11874,FALSE
Santa Rita Union Elementary,79,8535,10650,FALSE
Santa Rosa Academy,23,7546,9088,TRUE
Santa Rosa Accelerated Charter,6,6842,8016,TRUE
Santa Rosa Charter,21,7326,8610,TRUE
Santa Rosa Charter School for the Arts,33,7317,8836,TRUE
Santa Rosa Elementary,78,8813,10751,FALSE
Santa Rosa French-American Charter (SRFACS),31,7411,8969,TRUE
Santa Rosa High,50,8620,10324,FALSE
Santa Ynez Valley Charter,21,7288,8587,TRUE
Santee,42,7577,9140,FALSE
Santiago Middle,63,7669,9185,FALSE
Sartorette Charter,31,7326,8876,TRUE
Saucelito Elementary,83,9695,10797,FALSE
Saugus Union,27,7356,8839,FALSE
SAVA: Sacramento Academic and Vocational Academy,87,10251,12846,TRUE
Savanna Elementary,79,8619,10722,FALSE
SCALE Leadership Academy,57,7736,8998,TRUE
School of Arts and Enterprise,79,9576,11673,FALSE
School of Extended Educational Options,81,9997,12426,FALSE
School of Unlimited Learning,96,10774,13128,FALSE
Science & Technology Academy at Knights Landing,53,7635,9263,TRUE
Scotia Union Elementary,66,8165,9981,FALSE
Scott Valley Unified,68,10461,11313,FALSE
Scotts Valley Unified,12,7445,8988,FALSE
Sebastopol Independent Charter,29,7337,8773,TRUE
Sebastopol Union Elementary,48,7743,9106,FALSE
Seeley Union Elementary,90,9294,11494,FALSE
Seiad Elementary,85,14127,16753,FALSE
Selma Unified,84,9266,11519,FALSE
Semitropic Elementary,95,9959,12482,FALSE
Sequoia Union Elementary,39,7674,9139,FALSE
Serrania Avenue Charter For Enriched Studies,35,7379,8966,TRUE
Shaffer Union Elementary,67,8564,10424,FALSE
Shandon Joint Unified,78,11222,13334,FALSE
Shasta Charter Academy,32,8482,10239,TRUE
Shasta Union Elementary,40,7717,9293,FALSE
Shasta Union High,41,9010,10633,FALSE
Shenandoah Valley,29,7307,8602,FALSE
Sherman Oaks Elementary,81,8562,10616,FALSE
Sherman Oaks Elementary Charter,27,7314,8872,TRUE
Sherman Thomas Charter,48,7638,9052,TRUE
Sherman Thomas Charter High,57,9013,10917,TRUE
Sherwood Montessori,26,7293,8769,FALSE
Shiloh Charter,86,8610,10640,TRUE
Shiloh Elementary,81,10529,11934,FALSE
SIATech,98,11091,13451,FALSE
SIATech Academy South,81,10334,12497,TRUE
Sierra Academy of Expeditionary Learning,28,8665,10230,TRUE
Sierra Charter,80,9470,11812,TRUE
Sierra Expeditionary Learning,25,7252,8701,FALSE
Sierra Foothill Charter,47,7508,9088,TRUE
Sierra Montessori Academy,46,7572,9061,TRUE
Sierra Sands Unified,55,8143,9824,FALSE
Sierra Unified,44,10123,10728,FALSE
Sierra Vista Charter high,80,10017,12118,TRUE
Sierra-Plumas Joint Unified,47,11755,13456,FALSE
Silicon Valley Flex Academy,17,7601,9043,TRUE
Silver Oak High Public Montessori Charter,62,9144,11208,TRUE
Silver Valley Unified,54,8287,9912,FALSE
Simi Valley Unified,33,7938,9449,FALSE
Siskiyou Union High,47,11255,12931,FALSE
Six Rivers Charter High,39,8637,10442,TRUE
Sixth Grade Charter Academy at Petaluma Jr. High,24,7033,8300,TRUE
Sixth Street Prep,83,8893,10927,FALSE
Sky Mountain Charter,20,7247,8727,TRUE
SLVUSD Charter,10,7327,8766,TRUE
Smythe Academy of Arts and Sciences,93,8935,11153,TRUE
Snelling-Merced Falls Union Elementary,84,9675,11555,FALSE
Snowline Joint Unified,62,8330,10261,FALSE
SOAR Charter Academy,76,8424,10365,TRUE
Sol Aureus College Preparatory,73,8258,10274,FALSE
Soledad Enrichment Action Charter High,92,10537,12861,TRUE
Soledad Unified,93,9620,12057,FALSE
Solvang Elementary,59,8048,9497,FALSE
Somis Union Elementary,71,8333,10343,FALSE
Sonoma Charter,34,7476,8842,TRUE
Sonoma Mountain Elementary,24,7206,8675,FALSE
Sonora Elementary,47,7889,9386,FALSE
Sonora Union High,43,9411,11101,FALSE
Soquel Union Elementary,37,7512,9001,FALSE
Soulsbyville Elementary,48,7822,9313,FALSE
South Bay Charter,62,7827,9470,TRUE
South Bay Union,85,9000,11076,FALSE
South Bay Union Elementary,68,8418,10181,FALSE
South Fork Union,80,9013,11029,FALSE
South Monterey County Joint Union High,86,10499,13044,FALSE
South Pasadena Unified,21,7610,9162,FALSE
South Sutter Charter,35,7646,9221,TRUE
South Whittier Elementary,92,9059,11443,FALSE
Southern California Online Academy,32,7996,9661,TRUE
Southern Humboldt Joint Unified,52,10168,11468,FALSE
Southern Kern Unified,90,9457,11967,FALSE
Southern Trinity Joint Unified,80,18822,21395,FALSE
Southside Elementary,37,7386,8846,FALSE
Spreckels Union Elementary,19,7366,8802,FALSE
Spring Creek Matanzas Charter,46,7500,9110,TRUE
Springville Union Elementary,42,8083,9551,FALSE
Squaw Valley Preparatory,31,7759,9456,FALSE
St. HOPE Public School 7,82,8320,10260,FALSE
Standard Elementary,76,8746,10474,FALSE
