city_name,lon,lat,total_population,median_rent,median_income,median_home_value,rent_burden_pct,rent_to_income,col_tier,vs_state
Los Altos,-122.09645459489903,37.36833565244588,30736,3501,250001,2000001,22.8,0.16804732781068873,Highest COL,Higher than state median
Foster City,-122.26618967345128,37.55516248133268,32964,3501,193633,1774500,25.7,0.2169671491946104,Highest COL,Higher than state median
Rossmoor,-118.08028933756691,33.78869093568785,11895,3501,200833,1234700,24.6,0.20918872894394847,Highest COL,Higher than state median
Coto de Caza,-117.58599201198277,33.59592481067713,15363,3501,232470,1419400,28.7,0.18072009291521487,Highest COL,Higher than state median
Piedmont,-122.23007722675032,37.82253889581572,11012,3501,250001,2000001,17.8,0.16804732781068873,Highest COL,Higher than state median
Clayton,-121.93009889160085,37.94033647459619,10962,3501,172226,1017300,32.9,0.24393529432257616,Highest COL,Higher than state median
Saratoga,-122.02629118577086,37.26834909595982,30335,3501,241348,2000001,24.3,0.17407229394898655,Highest COL,Higher than state median
Alamo,-122.01359680672122,37.854774465766084,14441,3501,250001,2000001,32.3,0.16804732781068873,Highest COL,Higher than state median
San Marino,-118.11314562486608,34.12238745940813,12279,3501,187633,2000001,21.1,0.22390517659473547,Highest COL,Higher than state median
Hillsborough,-122.35857795366464,37.55722663341515,11122,3501,250001,2000001,12.7,0.16804732781068873,Highest COL,Higher than state median
Rancho Palos Verdes,-118.36339023848325,33.7554454982002,41259,3501,175307,1541400,31.3,0.23964816008487969,Highest COL,Higher than state median
Malibu,-118.78390607631462,34.03700722366869,10516,3501,192159,2000001,39.4,0.21863144583391877,Highest COL,Higher than state median
Blackhawk,-121.90703912007974,37.81592927235785,10404,3501,239681,1948900,32.2,0.17528298029464162,Highest COL,Higher than state median
Cupertino,-122.0465186866741,37.316830402671975,58886,3501,231139,2000001,22,0.18176075867767882,Highest COL,Higher than state median
Danville,-121.96982044326141,37.812158184114985,43426,3501,223206,1583300,28.6,0.1882207467541195,Highest COL,Higher than state median
Manhattan Beach,-118.3966589670849,33.889412283766234,34584,3492,193904,2000001,23.6,0.21610693951646176,Highest COL,Higher than state median
Corte Madera,-122.51285544042001,37.92380066022153,10101,3468,220771,1702000,24.7,0.18850301896535326,Highest COL,Higher than state median
Millbrae,-122.40221263271269,37.59943121370695,22589,3401,157567,1929700,31.1,0.25901362594959604,Highest COL,Higher than state median
Rancho Mission Viejo,-117.56177696086617,33.51399148168313,11355,3342,181111,1039300,51,0.22143326468298447,Highest COL,Higher than state median
Palos Verdes Estates,-118.39724983417719,33.78719808947523,13047,3331,247500,2000001,51,0.16150303030303031,Highest COL,Higher than state median
Ladera Ranch,-117.64172494080846,33.54917074292771,23609,3331,184257,1046600,37.2,0.21693612725703773,Highest COL,Higher than state median
Palo Alto,-122.14674550086224,37.390490553300275,67231,3328,220408,2000001,25.9,0.1811912453268484,Highest COL,Higher than state median
Mill Valley,-122.5420573616597,37.908551743877304,14064,3313,208466,2000001,26.2,0.19070735755470916,Highest COL,Higher than state median
Coronado,-117.16037511565266,32.66485302323436,18558,3250,135056,1998900,33.7,0.28876910318682625,Highest COL,Higher than state median
Mountain House,-121.54492219024803,37.76728785033279,25108,3232,171675,859700,28,0.22591524683267802,Highest COL,Higher than state median
Dublin,-121.89635351875201,37.71612538788234,70542,3174,205046,1224100,26.6,0.18575344069135705,Highest COL,Higher than state median
Menlo Park,-122.16733756124603,37.46849855386674,32775,3156,206588,2000001,27,0.18332139330454816,Highest COL,Higher than state median
Oak Park,-118.76694200628104,34.184961862683664,13656,3150,160484,1017100,30.2,0.2355374990653274,Highest COL,Higher than state median
Newport Beach,-117.86674785851065,33.61515963755013,84304,3146,158461,2000001,30.2,0.23824158625781738,Highest COL,Higher than state median
Walnut,-117.85933005327568,34.03342177464472,27857,3120,133762,972500,34.5,0.2799001211106293,Highest COL,Higher than state median
Moraga,-122.12251067869329,37.84391392347171,16790,3119,199800,1597600,37.8,0.18732732732732732,Highest COL,Higher than state median
Milpitas,-121.892108283445,37.43360380744375,78216,3112,176822,1180000,24.8,0.21119543948151248,Highest COL,Higher than state median
Agoura Hills,-118.7608752816864,34.150999406398746,19881,3094,171944,1072200,32.8,0.2159307681570744,Highest COL,Higher than state median
Pacifica,-122.4781994285586,37.61134100053635,37527,3080,156819,1211700,32.3,0.23568572685707725,Highest COL,Higher than state median
San Mateo,-122.31211109468572,37.55220265140926,103555,3079,152669,1563200,28.5,0.2420137683485187,Highest COL,Higher than state median
Calabasas,-118.66885206279073,34.13751704508291,22869,3070,157938,1453900,51,0.23325608783193405,Highest COL,Higher than state median
Sunnyvale,-122.02553551151566,37.38361930330929,153455,3065,181862,1816600,23,0.20224125985637462,Highest COL,Higher than state median
Eastvale,-117.58030066138244,33.96174348037729,70179,3065,161322,752000,27.3,0.2279912225238963,Highest COL,Higher than state median
Solana Beach,-117.25733160789325,32.99429206035956,12841,3022,150820,1934700,33.4,0.24044556424877336,Highest COL,Higher than state median
Pleasanton,-121.88048754789283,37.66630453597901,77500,3017,186206,1432300,29.7,0.1944298250324909,Highest COL,Higher than state median
French Valley,-117.10692488227215,33.599846650231385,42550,3016,132605,637800,32.8,0.272930884959089,Highest COL,Higher than state median
Hercules,-122.25642780957874,38.006406584285386,26245,3003,130583,741200,35.2,0.27596241470941857,Highest COL,Higher than state median
Tamalpais-Homestead Valley,-122.53816817354159,37.879268210823774,12153,2990,238158,1811100,22.4,0.15065628700274608,Highest COL,Higher than state median
Santa Clara,-121.96797708445199,37.3645814611935,129239,2985,173670,1527900,25.1,0.20625323890136465,Highest COL,Higher than state median
Mountain View,-122.07960281788597,37.40002892061879,82363,2975,179917,1927400,23.2,0.19842482922681012,Highest COL,Higher than state median
Los Gatos,-121.95615892597282,37.230447294306245,32773,2969,207891,2000001,25.4,0.17137827034359351,Highest COL,Higher than state median
Redwood City,-122.22521612298347,37.50208645323947,82423,2959,150840,1838800,29.5,0.23540175019888623,Highest COL,Higher than state median
"El Sobrante CDP (Riverside County), California",-117.46240286926587,33.872442185861146,13206,2954,160331,749300,31.8,0.22109261465343572,Highest COL,Higher than state median
Camp Pendleton South,-117.39294590615539,33.23285475091207,15011,2947,66265,NA,49.8,0.5336753942503585,Highest COL,Higher than state median
Del Aire,-118.36925236238483,33.916785078099025,11115,2938,142566,878800,31.3,0.24729598922604268,Highest COL,Higher than state median
Eastern Goleta Valley,-119.78795891211955,34.44483200708449,29411,2924,136839,1192000,28.3,0.2564181264113301,Highest COL,Higher than state median
San Ramon,-121.93540971264873,37.76208041444635,85734,2916,197358,1359100,28.8,0.17730216155413006,Highest COL,Higher than state median
Cerritos,-118.06861824573765,33.867759303271775,48340,2909,133953,908600,25.2,0.26059886676670174,Highest COL,Higher than state median
Fremont,-121.98403560942658,37.52642855187279,228518,2905,176350,1289400,27,0.19767507796994613,Highest COL,Higher than state median
Discovery Bay,-121.59897542054868,37.90629785286908,15243,2897,154792,789400,35.6,0.22458524988371492,Highest COL,Higher than state median
Belmont,-122.29525426285882,37.51537498026384,27505,2894,207609,2000001,27.4,0.16727598514515266,Highest COL,Higher than state median
Irvine,-117.7738395471155,33.67718734531127,308160,2893,129647,1115400,31,0.2677732612401367,Highest COL,Higher than state median
Dana Point,-117.69672308894266,33.4732736187784,32883,2883,127246,1200900,32.7,0.2718828096757462,Highest COL,Higher than state median
Woodcrest,-117.36869515531181,33.87895354797332,17111,2875,139659,679400,30.2,0.24703026657787897,Highest COL,Higher than state median
Larkspur,-122.53117048038287,37.93935722262349,12856,2867,134744,1805100,36.1,0.25532862316689425,Highest COL,Higher than state median
Lafayette,-122.11885815187362,37.89193669544605,25277,2855,222393,2000001,23.2,0.15405161133668777,Highest COL,Higher than state median
La Cañada Flintridge,-118.20020138015889,34.20968653437306,20094,2842,221451,2000001,30.6,0.15400246555671457,Highest COL,Higher than state median
South San Francisco,-122.41962470974774,37.65380822925097,64487,2833,135909,1160100,30.4,0.25013795995850163,Highest COL,Higher than state median
Emeryville,-122.29325153762133,37.838149651041206,12756,2833,120302,598300,28.1,0.2825888181410118,Highest COL,Higher than state median
Laguna Niguel,-117.7049929131758,33.527487910038516,64023,2819,140605,1123000,34.8,0.24058888375235588,Highest COL,Higher than state median
Hermosa Beach,-118.39616359741137,33.86535960088573,19248,2812,152019,2000001,27.2,0.22197225346831645,Highest COL,Higher than state median
Beverly Hills,-118.4020916910034,34.07854766298793,31955,2805,127979,2000001,33,0.26301190038990774,Highest COL,Higher than state median
San Carlos,-122.26769958482559,37.49825564885916,29797,2802,233333,2000001,26,0.1441030630043757,Highest COL,Higher than state median
Laguna Beach,-117.76129228347874,33.5454812987379,22777,2802,140508,2000001,35.5,0.23930310017934922,Highest COL,Higher than state median
Temescal Valley,-117.46759464367592,33.75800779812013,28560,2794,119647,648200,35.8,0.2802243265606325,Highest COL,Higher than state median
Yorba Linda,-117.77135310089749,33.889015065107635,67407,2779,152060,1091700,31.3,0.21930816782848878,Highest COL,Higher than state median
Stevenson Ranch,-118.5883799379549,34.38944634030081,21317,2777,146404,1033300,34.7,0.2276167317832846,Highest COL,Higher than state median
Aliso Viejo,-117.72891685828395,33.57923286549908,51320,2774,137970,863800,32.2,0.24126984126984127,Highest COL,Higher than state median
Campbell,-121.95384852305261,37.28016251884311,42848,2751,147128,1550000,28.5,0.22437605350443152,Highest COL,Higher than state median
San Anselmo,-122.5698964714136,37.982120203027925,12711,2750,170457,1524300,33.8,0.1935972122001443,Highest COL,Higher than state median
Chino Hills,-117.72539622417509,33.95082035328751,78024,2750,122600,830000,35.7,0.26916802610114193,Highest COL,Higher than state median
Pinole,-122.28335533186318,37.99309724154173,18835,2738,120833,697100,37.2,0.27191247424130827,Highest COL,Higher than state median
Newark,-122.03070623168283,37.520096900276606,47145,2730,164909,1094200,28.4,0.19865501579659087,Highest COL,Higher than state median
Encinitas,-117.2610112352763,33.04915315724974,61585,2730,150471,1466000,30.8,0.21771637059632754,Highest COL,Higher than state median
Mission Viejo,-117.65514472890834,33.60955296227967,92415,2713,136071,946300,34.8,0.2392574464801464,Highest COL,Higher than state median
Union City,-122.01880909281242,37.60276052011815,68141,2713,137194,1058200,27.8,0.2372990072452148,Highest COL,Higher than state median
San Bruno,-122.43135809923885,37.62558057493596,42612,2696,135976,1199400,31.3,0.23792433958933928,Highest COL,Higher than state median
Culver City,-118.39681669945817,34.00581782134491,39993,2683,122312,1126900,30.8,0.263228464909412,Highest COL,Higher than state median
Carlsbad,-117.28334577715427,33.12460682383259,114500,2678,139326,1156900,34.5,0.23065328797209422,Highest COL,Higher than state median
Fairview,-122.04728246113523,37.67584261849904,10033,2665,148801,915100,28.5,0.2149179104979133,Highest COL,Higher than state median
Moorpark,-118.87684663827754,34.28611611238072,35957,2657,149403,852800,32.7,0.2134093692897733,Highest COL,Higher than state median
Camarillo,-119.0321043377906,34.22299650014917,70244,2650,109390,766100,38.1,0.290702989304324,Highest COL,Higher than state median
Burlingame,-122.36671128989536,37.58592768302414,30526,2643,168832,2000001,28.2,0.1878553828658074,Highest COL,Higher than state median
Livermore,-121.76063424519934,37.68674640789188,85870,2640,153602,1038600,31.6,0.2062473144880926,Highest COL,Higher than state median
Laguna Hills,-117.69912245488604,33.591789029868785,30921,2622,122778,944000,34.6,0.2562674094707521,Highest COL,Higher than state median
San Jose,-121.84820231877488,37.30119490916561,990054,2617,141565,1187800,30,0.22183449298908628,Highest COL,Higher than state median
Lake Forest,-117.6713902606296,33.66049140183312,85846,2616,131378,876300,33.5,0.23894411545312003,Highest COL,Higher than state median
Walnut Creek,-122.03984920042146,37.90241705166858,69790,2613,135665,1031100,28.3,0.23112814653742675,Highest COL,Higher than state median
Granite Bay,-121.17143443407322,38.760054903861224,21378,2609,190000,1094100,31.6,0.16477894736842105,Highest COL,Higher than state median
Thousand Oaks,-118.87555263551774,34.19135105442381,125676,2580,134367,951200,33.3,0.23041371765388824,Highest COL,Higher than state median
Redondo Beach,-118.3771055538001,33.85730418603562,69814,2562,144588,1225400,28.8,0.21263175367250395,Highest COL,Higher than state median
El Segundo,-118.40183814940684,33.916952905361676,16863,2547,149149,1521600,24.5,0.20492259418433914,Highest COL,Higher than state median
Canyon Lake,-117.26203052956751,33.68828849752081,11107,2524,124948,647300,31.7,0.24240484041361204,Highest COL,Higher than state median
Daly City,-122.46854553113606,37.686167641806456,102560,2523,119570,1092700,33.1,0.25320732625240444,Highest COL,Higher than state median
Simi Valley,-118.7489641940713,34.266278226913485,125769,2513,117703,753500,37.6,0.256204174914828,Highest COL,Higher than state median
Pleasant Hill,-122.07587393907468,37.95399077142163,34335,2511,144513,1040600,34.3,0.20850719312449398,Highest COL,Higher than state median
Brentwood,-121.71897917409356,37.935573369601656,64609,2509,139567,791600,32.8,0.2157243474460295,Highest COL,Higher than state median
Fountain Valley,-117.95136944631496,33.7105064302407,56358,2507,111797,1018600,38.8,0.26909487732228954,Highest COL,Higher than state median
San Juan Capistrano,-117.65437855586126,33.50086691721061,34998,2500,127893,929700,29.4,0.234571086767845,Highest COL,Higher than state median
San Diego Country Estates,-116.78737268559055,33.00938089754039,10142,2499,134639,715000,14.7,0.22272892698252364,Highest COL,Higher than state median
Castro Valley,-122.06261382979612,37.70883392237416,65389,2499,138069,1058200,34.1,0.2171957499511114,Highest COL,Higher than state median
Santa Clarita,-118.49887194949466,34.41989295572168,229021,2486,119926,721000,36.4,0.2487533979287227,Highest COL,Higher than state median
Rancho Santa Margarita,-117.5989365436489,33.63166980484149,47257,2481,146827,907900,35.1,0.20276924543850924,Highest COL,Higher than state median
El Dorado Hills,-121.04894271427584,38.67496319297724,50553,2468,163544,870300,29,0.18108888127965564,Highest COL,Higher than state median
Cypress,-118.03855217272192,33.81706489590917,49531,2454,124167,870100,34,0.23716446398801613,Highest COL,Higher than state median
El Cerrito,-122.30250968214054,37.91963431803418,25781,2444,127475,1107500,29.9,0.23006864090998236,Highest COL,Higher than state median
Rancho San Diego,-116.91971859623872,32.76237956513076,22264,2431,118431,854200,36.6,0.2463206423993718,Highest COL,Higher than state median
Huntington Beach,-118.0018534827373,33.69605458558388,196010,2424,119885,1047300,30.7,0.24263252283438297,Highest COL,Higher than state median
Diamond Bar,-117.81611878172166,33.99915349857809,53750,2422,106602,867000,39,0.2726402881747059,Highest COL,Higher than state median
Novato,-122.55750989701959,38.0919726653171,52689,2422,112193,1007100,35.2,0.2590535951440821,Highest COL,Higher than state median
Seal Beach,-118.07139260849905,33.75419351012266,24868,2419,83045,492200,33.5,0.349545427178036,Highest COL,Higher than state median
San Francisco,-122.44503526295992,37.755591945447456,836321,2419,141446,1380500,24.4,0.20522319471741868,Highest COL,Higher than state median
Live Oak,-121.98039513302268,36.986010504180065,16866,2414,107500,975900,31.8,0.26946976744186046,Highest COL,Higher than state median
Alum Rock,-121.82382070696728,37.36938620793037,11619,2412,111976,880000,36.2,0.2584839608487533,Highest COL,Higher than state median
Orinda,-122.17903149582315,37.88077284337508,19472,2407,250001,1804400,29,0.11553553785784856,Highest COL,Higher than state median
American Canyon,-122.25832672906806,38.179554480594305,21698,2399,123935,660100,34.2,0.23228305159962886,Highest COL,Higher than state median
San Clemente,-117.61022862581332,33.44992338468015,63510,2398,134735,1220500,32.3,0.21357479496789997,Highest COL,Higher than state median
North Tustin,-117.7947394129672,33.763554868309775,26038,2397,186250,1212400,25,0.15443758389261744,Highest COL,Higher than state median
Costa Mesa,-117.91350634169484,33.666733043394096,110538,2395,110073,1054700,31.2,0.2610994521817339,Highest COL,Higher than state median
Alameda,-122.26630151402202,37.766579371255645,76876,2394,132015,1203900,27.4,0.21761163504147257,Highest COL,Higher than state median
Albany,-122.30171419693026,37.88970489537438,19768,2389,135927,1188600,27.9,0.21090732525546801,High COL,Higher than state median
Goleta,-119.85940803008863,34.43604856739722,32693,2385,118039,1002500,30.7,0.2424622370572438,High COL,Higher than state median
Pacific Grove,-121.9258863075181,36.61882716015404,15003,2384,105568,1129400,33.2,0.27099120945741134,High COL,Higher than state median
Petaluma,-122.62660540210429,38.242258922775754,59321,2379,109823,834900,33.9,0.25994554874661957,High COL,Higher than state median
Lathrop,-121.313112576272,37.80901191806338,32696,2367,118605,605000,31.3,0.2394840015176426,High COL,Higher than state median
Scotts Valley,-122.01180453501355,37.05548825780349,12138,2362,140887,1092000,30.1,0.2011825079673781,High COL,Higher than state median
Hayward,-122.07660055004776,37.63283742630454,159201,2360,113775,820700,32,0.24891232696110746,High COL,Higher than state median
San Rafael,-122.52208163682195,37.990482703848976,60604,2346,109317,1246200,35.2,0.25752627679134993,High COL,Higher than state median
Carpinteria,-119.51175849643042,34.39615990369327,13100,2341,104233,965200,37.6,0.2695115750290215,High COL,Higher than state median
Tustin,-117.81059315468941,33.730933783424895,79035,2340,108435,890600,34.7,0.25895697883524693,High COL,Higher than state median
Santa Monica,-118.48102992408678,34.02342612697844,91535,2338,109739,1810200,28.3,0.2556611596606494,High COL,Higher than state median
Murrieta,-117.19081886329496,33.57188994756539,111621,2330,109780,606900,33.4,0.2546912005829841,High COL,Higher than state median
Tracy,-121.45228813994753,37.726627168330914,95358,2325,118253,653900,29.8,0.23593481772132632,High COL,Higher than state median
Lakewood,-118.12214736145538,33.8470902752598,80510,2324,116794,774100,32.5,0.23877938935219273,High COL,Higher than state median
Seaside,-121.81990745525833,36.62242140941442,31964,2314,82303,692600,38.8,0.33738745853735586,High COL,Higher than state median
Santa Barbara,-119.72018007064325,34.42849484262329,88024,2302,101672,1466400,32.9,0.27169722244079003,High COL,Higher than state median
Santa Cruz,-122.03451819891532,36.97892655766626,60953,2302,111427,1180100,32.6,0.24791118849111973,High COL,Higher than state median
Half Moon Bay,-122.43823093766736,37.46858545414906,11454,2299,153199,1467000,27.6,0.18007950443540754,High COL,Higher than state median
Temecula,-117.13141261770683,33.49276042558254,110404,2297,117840,640400,32.2,0.23391038696537678,High COL,Higher than state median
Soquel,-121.9482504045191,36.9977947125536,10691,2293,114991,908500,29.3,0.23928829212720995,High COL,Higher than state median
Monterey,-121.88077522599959,36.591927610749494,29772,2288,104110,1003300,31.9,0.26372106425895686,High COL,Higher than state median
Rancho Cucamonga,-117.5621490589116,34.130611177951806,174693,2286,109511,694400,33.4,0.25049538402534904,High COL,Higher than state median
Brea,-117.8647245126734,33.92525945412195,47337,2285,124837,874300,31.3,0.21964641893028508,High COL,Higher than state median
North Fair Oaks,-122.20343930208088,37.47538812068311,13327,2284,106690,1209600,32.6,0.25689380448026994,High COL,Higher than state median
Folsom,-121.14215683884994,38.66674615008275,82140,2279,139263,702200,28.5,0.19637663988281165,High COL,Higher than state median
Artesia,-118.08055147995596,33.86756551805972,16044,2276,97712,763700,32.1,0.2795153102996561,High COL,Higher than state median
Morgan Hill,-121.64186920465434,37.132537858435576,45152,2275,159758,1127600,31.3,0.17088346123511813,High COL,Higher than state median
Los Alamitos,-118.05924582213102,33.79711917128203,11784,2273,98539,1003900,34.2,0.2768041080181451,High COL,Higher than state median
Gilroy,-121.5854383227236,37.004608940725106,58561,2270,131554,975800,30.9,0.20706325919394317,High COL,Higher than state median
Placentia,-117.85519967245027,33.88088705575829,52384,2267,110575,871000,35.4,0.24602306127063078,High COL,Higher than state median
Martinez,-122.11607778202685,37.998458411054045,36926,2265,125436,824700,27.7,0.21668420549124653,High COL,Higher than state median
Spring Valley Lake,-117.26826200727625,34.49865276293088,10098,2264,93040,439500,34.8,0.29200343938091144,High COL,Higher than state median
Poway,-117.02010961699155,32.987126637658605,48515,2261,143825,971500,32.9,0.18864592386580914,High COL,Higher than state median
Orange,-117.82174996377155,33.80382236902941,138723,2252,116945,900700,31.6,0.23108298772927446,High COL,Higher than state median
Altadena,-118.13460907087087,34.19274263277956,41921,2250,129123,1073500,33,0.20910294835157175,High COL,Higher than state median
West Puente Valley,-117.96811206315097,34.05124386978353,22198,2250,86692,591800,38.2,0.3114474230609514,High COL,Higher than state median
Hacienda Heights,-117.97273377437156,33.996982132323815,54956,2247,106620,778700,31.3,0.25289814293753515,High COL,Higher than state median
"El Sobrante CDP (Contra Costa County), California",-122.29614910776937,37.970546169917775,15823,2245,112622,695900,35.2,0.23920725968283285,High COL,Higher than state median
Antioch,-121.79598803823777,37.978670485157984,115759,2241,94256,607400,36.9,0.285308097097267,High COL,Higher than state median
La Palma,-118.04067474172288,33.85037257124356,15375,2239,115833,916600,39,0.2319546243298542,High COL,Higher than state median
Bonita,-117.0295614649725,32.66515620913267,13336,2234,117750,902200,39,0.2276687898089172,High COL,Higher than state median
Benicia,-122.15255753796683,38.07252631014172,26861,2234,125040,778600,33.7,0.21439539347408829,High COL,Higher than state median
San Dimas,-117.80902962721743,34.10812290272582,34099,2232,105833,756200,36.7,0.2530779624502755,High COL,Higher than state median
Laguna Woods,-117.72990839751232,33.60990357268404,17342,2232,60235,364900,49.6,0.4446584211836972,High COL,Higher than state median
La Crescenta-Montrose,-118.23534063081536,34.23223337462418,19940,2231,119775,1151100,35.6,0.22351909830933,High COL,Higher than state median
Vacaville,-121.96735193507084,38.35866211023072,102085,2227,108580,596700,33.1,0.24612267452569533,High COL,Higher than state median
Concord,-122.00159117428765,37.97218801282872,124260,2226,109195,755900,35.5,0.24462658546636748,High COL,Higher than state median
